List,Order,Item,Context,Box,Gender,Condition,BoxName,GenderName,FirstDisplay,SecondDisplay
2,95,X64,大象在一号位。,1,,,,,stimuli/X64_9_1.jpg,stimuli/X64_9_2.jpg
2,96,17,剃头匠旁边的新娘在四号位。,2,1,2,two boxes,mismatch,stimuli/E17_2_1.jpg,stimuli/E17_2_2.jpg
2,97,X71,猪在六号位，杯子的下方。,2,,,,,stimuli/X71_9_1.jpg,stimuli/X71_9_2.jpg
2,98,X43,雨伞在水壶上方，水壶在六号位。,1,,,,,stimuli/X43_9_1.jpg,stimuli/X43_9_2.jpg
2,99,26,奶奶上方的男孩在二号位。,1,1,4,one box,mismatch,stimuli/E26_4_1.jpg,stimuli/E26_4_2.jpg
2,100,X29,滑冰运动员旁边，有一杯鸡尾酒在二号位上。,1,,,,,stimuli/X29_9_1.jpg,stimuli/X29_9_2.jpg
2,101,X45,核桃在三号位，角斗士和微波炉的上方。,2,,,,,stimuli/X45_9_1.jpg,stimuli/X45_9_2.jpg
2,102,34,化妆师旁边的修女在三号位。,1,0,3,one box,match,stimuli/E34_3_1.jpg,stimuli/E34_3_2.jpg
2,103,X66,橄榄球运动员在二号位。,1,,,,,stimuli/X66_9_1.jpg,stimuli/X66_9_2.jpg
2,104,X12,屏幕在四号位，空乘和衣架的下方。,2,,,,,stimuli/X12_9_1.jpg,stimuli/X12_9_2.jpg
2,105,33,将军下方的矿工在六号位。,2,0,1,two boxes,match,stimuli/E33_1_1.jpg,stimuli/E33_1_2.jpg
2,106,X68,暖气和女服务员在同一排。,1,,,,,stimuli/X68_9_1.jpg,stimuli/X68_9_2.jpg
2,107,X76,熨斗和松鼠在绳子上方的六号位。,2,,,,,stimuli/X76_9_1.jpg,stimuli/X76_9_2.jpg
2,108,14,芭蕾舞者旁边的警长在六号位。,2,1,2,two boxes,mismatch,stimuli/E14_2_1.jpg,stimuli/E14_2_2.jpg
2,109,X67,镊子在四号位，和猎人在同一排。,1,,,,,stimuli/X67_9_1.jpg,stimuli/X67_9_2.jpg
2,110,X70,麦克风在一号位。,2,,,,,stimuli/X70_9_1.jpg,stimuli/X70_9_2.jpg
2,111,12,魔女旁边的消防员在二号位。,1,1,4,one box,mismatch,stimuli/E12_4_1.jpg,stimuli/E12_4_2.jpg
2,112,X07,印第安人在二号位，钉子的旁边。,1,,,,,stimuli/X07_9_1.jpg,stimuli/X07_9_2.jpg
2,113,X61,刺猬在三号位，西瓜的上方。,2,,,,,stimuli/X61_9_1.jpg,stimuli/X61_9_2.jpg
2,114,X73,和画家在同一排的是一张披萨。,1,,,,,stimuli/X73_9_1.jpg,stimuli/X73_9_2.jpg
2,115,23,收银员旁边的公主在五号位。,1,0,3,one box,match,stimuli/E23_3_1.jpg,stimuli/E23_3_2.jpg
2,116,X75,锁在二号位，购物车和口哨的上方。,1,,,,,stimuli/X75_9_1.jpg,stimuli/X75_9_2.jpg
2,117,X11,植物在四号位，鳄鱼和打火机的下方。,2,,,,,stimuli/X11_9_1.jpg,stimuli/X11_9_2.jpg
2,118,38,秘书上方的骑士在二号位。,1,1,4,one box,mismatch,stimuli/E38_4_1.jpg,stimuli/E38_4_2.jpg
2,119,X51,六号位上有一只老鹰。,1,,,,,stimuli/X51_9_1.jpg,stimuli/X51_9_2.jpg
2,120,X04,五号位上，摩托车的下方，有一位歌手。,2,,,,,stimuli/X04_9_1.jpg,stimuli/X04_9_2.jpg
2,121,X77,柠檬在四号位。,1,,,,,stimuli/X77_9_1.jpg,stimuli/X77_9_2.jpg
2,122,21,妖精下方的王后在六号位。,2,0,1,two boxes,match,stimuli/E21_1_1.jpg,stimuli/E21_1_2.jpg
2,123,X78,蜡烛在三号位，养蜂人的上方。,2,,,,,stimuli/X78_9_1.jpg,stimuli/X78_9_2.jpg
2,124,X06,浴缸在二号位，饼干和保安的上方。,1,,,,,stimuli/X06_9_1.jpg,stimuli/X06_9_2.jpg
2,125,X74,二号位上有一张板凳。,1,,,,,stimuli/X74_9_1.jpg,stimuli/X74_9_2.jpg
2,126,20,矿工旁边的仙女在五号位。,2,1,2,two boxes,mismatch,stimuli/E20_2_1.jpg,stimuli/E20_2_2.jpg
3,0,P3,香肠上方的男人在三号位。,1,,,,,stimuli/P3_1.jpg,stimuli/P3_2.jpg
3,1,P1,行李箱旁边的溜冰鞋在一号位。,2,,,,,stimuli/P1_1.jpg,stimuli/P1_2.jpg
3,2,P1,游泳运动员在电钻的下方。,1,,,,,stimuli/Filler1.jpg,stimuli/Filler2.jpg
3,3,P2,葡萄旁边的猴子在二号位。,2,,,,,stimuli/P2_1.jpg,stimuli/P2_2.jpg
3,4,P4,钢琴和外套上方的女人在一号位。,1,,,,,stimuli/P4_1.jpg,stimuli/P4_2.jpg
3,5,X09,快递员和手在同一排。,2,,,,,stimuli/X09_9_1.jpg,stimuli/X09_9_2.jpg
3,6,P6,服务员在五号位，烟斗的下方。,1,,,,,stimuli/P6_1.jpg,stimuli/P6_2.jpg
3,7,X62,老师在五号位。,1,,,,,stimuli/X62_9_1.jpg,stimuli/X62_9_2.jpg
3,8,22,女孩下方的爷爷在四号位。,1,1,4,one box,mismatch,stimuli/E22_4_1.jpg,stimuli/E22_4_2.jpg
3,9,X20,钻石在地球的旁边。,2,,,,,stimuli/X20_9_1.jpg,stimuli/X20_9_2.jpg
3,10,X41,五号位上有一个头盔。,1,,,,,stimuli/X41_9_1.jpg,stimuli/X41_9_2.jpg
3,11,25,王后下方的妖精在四号位。,2,0,1,two boxes,match,stimuli/E25_1_1.jpg,stimuli/E25_1_2.jpg
3,12,P5,手推车下方的拖拉机在四号位。,2,,,,,stimuli/P5_1.jpg,stimuli/P5_2.jpg
3,13,37,新娘旁边的剃头匠在三号位。,2,1,2,two boxes,mismatch,stimuli/E37_2_1.jpg,stimuli/E37_2_2.jpg
3,14,X69,医生和仓鼠在锅的上方，锅在四号位。,1,,,,,stimuli/X69_9_1.jpg,stimuli/X69_9_2.jpg
3,15,24,公主旁边的收银员在二号位。,1,0,3,one box,match,stimuli/E24_3_1.jpg,stimuli/E24_3_2.jpg
3,16,X27,橄榄在猫的上方。,2,,,,,stimuli/X27_9_1.jpg,stimuli/X27_9_2.jpg
3,17,X55,菠萝在三号位。,1,,,,,stimuli/X55_9_1.jpg,stimuli/X55_9_2.jpg
3,18,15,化妆师旁边的牧师在五号位。,2,1,2,two boxes,mismatch,stimuli/E15_2_1.jpg,stimuli/E15_2_2.jpg
3,19,X31,插座在侦探的旁边。,1,,,,,stimuli/X31_9_1.jpg,stimuli/X31_9_2.jpg
3,20,X15,月亮在一号位，相机和火车的上方。,2,,,,,stimuli/X15_9_1.jpg,stimuli/X15_9_2.jpg
3,21,31,警长旁边的芭蕾舞者在六号位。,1,1,4,one box,mismatch,stimuli/E31_4_1.jpg,stimuli/E31_4_2.jpg
3,22,X02,键盘在三号位。,1,,,,,stimuli/X02_9_1.jpg,stimuli/X02_9_2.jpg
3,23,X52,狗在五号位，山羊的下方。,2,,,,,stimuli/X52_9_1.jpg,stimuli/X52_9_2.jpg
3,24,4,王子下方的泥瓦匠在四号位。,1,0,3,one box,match,stimuli/E04_3_1.jpg,stimuli/E04_3_2.jpg
3,25,X26,三号位上有一个扫帚。,1,,,,,stimuli/X26_9_1.jpg,stimuli/X26_9_2.jpg
3,26,X08,勺子在二号位，山羊的上方。,2,,,,,stimuli/X08_9_1.jpg,stimuli/X08_9_2.jpg
3,27,2,国王上方的水手在二号位。,2,0,1,two boxes,match,stimuli/E02_1_1.jpg,stimuli/E02_1_2.jpg
3,28,X80,菊花在救生员旁边。,2,,,,,stimuli/X80_9_1.jpg,stimuli/X80_9_2.jpg
3,29,X13,梳子在三号位。,1,,,,,stimuli/X13_9_1.jpg,stimuli/X13_9_2.jpg
3,30,5,骑士下方的秘书在六号位。,2,1,2,two boxes,mismatch,stimuli/E05_2_1.jpg,stimuli/E05_2_2.jpg
3,31,X32,长颈鹿和货车在同一排。,2,,,,,stimuli/X32_9_1.jpg,stimuli/X32_9_2.jpg
3,32,X24,书在四号位。,1,,,,,stimuli/X24_9_1.jpg,stimuli/X24_9_2.jpg
3,33,40,剃头匠旁边的新郎在三号位。,2,0,1,two boxes,match,stimuli/E40_1_1.jpg,stimuli/E40_1_2.jpg
3,34,X40,贼的上方有一个秋千，秋千在一号位。,1,,,,,stimuli/X40_9_1.jpg,stimuli/X40_9_2.jpg
3,35,X21,对讲机在三号位。,2,,,,,stimuli/X21_9_1.jpg,stimuli/X21_9_2.jpg
3,36,3,奶奶旁边的女孩在一号位。,1,0,3,one box,match,stimuli/E03_3_1.jpg,stimuli/E03_3_2.jpg
3,37,X79,信封在五号位。,1,,,,,stimuli/X79_9_1.jpg,stimuli/X79_9_2.jpg
3,38,X22,瓢虫在二号位，耳机和金丝雀的上方。,2,,,,,stimuli/X22_9_1.jpg,stimuli/X22_9_2.jpg
3,39,18,将军上方的裁缝在三号位。,1,1,4,one box,mismatch,stimuli/E18_4_1.jpg,stimuli/E18_4_2.jpg
3,40,X19,乌龟在五号位，园丁的旁边。,1,,,,,stimuli/X19_9_1.jpg,stimuli/X19_9_2.jpg
3,41,X56,飞行员在胡萝卜下方的六号位。,2,,,,,stimuli/X56_9_1.jpg,stimuli/X56_9_2.jpg
3,42,16,士兵上方的足球运动员在一号位。,1,0,3,one box,match,stimuli/E16_3_1.jpg,stimuli/E16_3_2.jpg
3,43,X25,五号位上有一台电话。,1,,,,,stimuli/X25_9_1.jpg,stimuli/X25_9_2.jpg
3,44,X10,玩偶在六号位，和电工在同一排。,2,,,,,stimuli/X10_9_1.jpg,stimuli/X10_9_2.jpg
3,45,36,魔女下方的花店店员在四号位。,2,0,1,two boxes,match,stimuli/E36_1_1.jpg,stimuli/E36_1_2.jpg
3,46,X28,三号位上有一个包。,1,,,,,stimuli/X28_9_1.jpg,stimuli/X28_9_2.jpg
3,47,X72,狗屋在公鸡旁边的六号位上。,2,,,,,stimuli/X72_9_1.jpg,stimuli/X72_9_2.jpg
3,48,7,妖精上方的国王在一号位。,2,1,2,two boxes,mismatch,stimuli/E07_2_1.jpg,stimuli/E07_2_2.jpg
3,49,X30,花洒在四号位，法老的下方。,1,,,,,stimuli/X30_9_1.jpg,stimuli/X30_9_2.jpg
3,50,X16,面包在五号位。,1,,,,,stimuli/X16_9_1.jpg,stimuli/X16_9_2.jpg
3,51,11,男孩下方的奶奶在五号位。,1,1,4,one box,mismatch,stimuli/E11_4_1.jpg,stimuli/E11_4_2.jpg
3,52,X53,文件夹在六号位，和女运动员在同一排。,2,,,,,stimuli/X53_9_1.jpg,stimuli/X53_9_2.jpg
3,53,X59,小号手在三号位，围巾的上方。,1,,,,,stimuli/X59_9_1.jpg,stimuli/X59_9_2.jpg
3,54,19,牧师旁边的机械师在四号位。,2,0,1,two boxes,match,stimuli/E19_1_1.jpg,stimuli/E19_1_2.jpg
3,55,X34,竖琴在四号位，鸽子的下方。,2,,,,,stimuli/X34_9_1.jpg,stimuli/X34_9_2.jpg
3,56,X65,蛋糕在三号位。,1,,,,,stimuli/X65_9_1.jpg,stimuli/X65_9_2.jpg
3,57,9,占卜师上方的拳击手在二号位。,1,1,4,one box,mismatch,stimuli/E09_4_1.jpg,stimuli/E09_4_2.jpg
3,58,X58,订书机在三号位，牛仔的上方。,1,,,,,stimuli/X58_9_1.jpg,stimuli/X58_9_2.jpg
3,59,X38,熊猫在五号位，海绵和考拉的下方。,2,,,,,stimuli/X38_9_1.jpg,stimuli/X38_9_2.jpg
3,60,10,花店店员旁边的巫师在六号位。,2,1,2,two boxes,mismatch,stimuli/E10_2_1.jpg,stimuli/E10_2_2.jpg
3,61,X23,高尔夫球员在一号位，螺丝的上方。,2,,,,,stimuli/X23_9_1.jpg,stimuli/X23_9_2.jpg
3,62,X17,充电器在六号位，厨师在四号位。,1,,,,,stimuli/X17_9_1.jpg,stimuli/X17_9_2.jpg
3,63,39,清洁工下方的啦啦队员在四号位。,1,0,3,one box,match,stimuli/E39_3_1.jpg,stimuli/E39_3_2.jpg
3,64,X36,马和电脑在橙子上方。,2,,,,,stimuli/X36_9_1.jpg,stimuli/X36_9_2.jpg
3,65,X03,五号位上有一盆仙人掌。,1,,,,,stimuli/X03_9_1.jpg,stimuli/X03_9_2.jpg
3,66,1,收银员旁边的王子在三号位。,1,1,4,one box,mismatch,stimuli/E01_4_1.jpg,stimuli/E01_4_2.jpg
3,67,X48,婴儿在一号位，和计算器在同一排。,1,,,,,stimuli/X48_9_1.jpg,stimuli/X48_9_2.jpg
3,68,X01,贝壳在六号位，罗勒和烤箱的下方。,2,,,,,stimuli/X01_9_1.jpg,stimuli/X01_9_2.jpg
3,69,8,新郎旁边的美发师在一号位。,2,1,2,two boxes,mismatch,stimuli/E08_2_1.jpg,stimuli/E08_2_2.jpg
3,70,X50,CD在五号位。,1,,,,,stimuli/X50_9_1.jpg,stimuli/X50_9_2.jpg
3,71,X18,蜜蜂在一号位，警察和巧克力的上方。,2,,,,,stimuli/X18_9_1.jpg,stimuli/X18_9_2.jpg
3,72,30,芭蕾舞者下方的占卜师在五号位。,1,0,3,one box,match,stimuli/E30_3_1.jpg,stimuli/E30_3_2.jpg
3,73,X47,礼物在五号位。,1,,,,,stimuli/X47_9_1.jpg,stimuli/X47_9_2.jpg
3,74,X05,狮子和滑梯在架子鼓下方。,2,,,,,stimuli/X05_9_1.jpg,stimuli/X05_9_2.jpg
3,75,13,秘书下方的女爵士在五号位。,2,0,1,two boxes,match,stimuli/E13_1_1.jpg,stimuli/E13_1_2.jpg
3,76,X14,六号位上有一位魔术师。,1,,,,,stimuli/X14_9_1.jpg,stimuli/X14_9_2.jpg
3,77,X54,楼梯在四号位。,1,,,,,stimuli/X54_9_1.jpg,stimuli/X54_9_2.jpg
3,78,29,矿工旁边的将军在一号位。,1,0,3,one box,match,stimuli/E29_3_1.jpg,stimuli/E29_3_2.jpg
3,79,X33,僧侣在三号位，排球运动员和李子的上方。,2,,,,,stimuli/X33_9_1.jpg,stimuli/X33_9_2.jpg
3,80,X35,牛在五号位，牙医的下方。,1,,,,,stimuli/X35_9_1.jpg,stimuli/X35_9_2.jpg
3,81,6,啦啦队员上方的士兵在三号位。,1,1,4,one box,mismatch,stimuli/E06_4_1.jpg,stimuli/E06_4_2.jpg
3,82,X39,皇冠和小丑在丑角的下方。,2,,,,,stimuli/X39_9_1.jpg,stimuli/X39_9_2.jpg
3,83,X44,叶子在五号位，教皇的下方。,1,,,,,stimuli/X44_9_1.jpg,stimuli/X44_9_2.jpg
3,84,28,消防员下方的魔女在四号位。,2,1,2,two boxes,mismatch,stimuli/E28_2_1.jpg,stimuli/E28_2_2.jpg
3,85,X37,三号位上有一张便签。,1,,,,,stimuli/X37_9_1.jpg,stimuli/X37_9_2.jpg
3,86,X42,竹子在一号位，打印机的上方。,2,,,,,stimuli/X42_9_1.jpg,stimuli/X42_9_2.jpg
3,87,35,修女上方的化妆师在一号位。,2,0,1,two boxes,match,stimuli/E35_1_1.jpg,stimuli/E35_1_2.jpg
3,88,X60,海盗在三号位，门的上方。,1,,,,,stimuli/X60_9_1.jpg,stimuli/X60_9_2.jpg
3,89,X57,宇航员在三号位，和灯泡在同一排。,2,,,,,stimuli/X57_9_1.jpg,stimuli/X57_9_2.jpg
3,90,32,足球运动员上方的清洁工在一号位。,1,1,4,one box,mismatch,stimuli/E32_4_1.jpg,stimuli/E32_4_2.jpg
3,91,X63,大巴在五号位。,1,,,,,stimuli/X63_9_1.jpg,stimuli/X63_9_2.jpg
3,92,X49,冰箱在六号位，蚂蚁的下方。,1,,,,,stimuli/X49_9_1.jpg,stimuli/X49_9_2.jpg
3,93,27,女爵士旁边的门童在二号位。,2,1,2,two boxes,mismatch,stimuli/E27_2_1.jpg,stimuli/E27_2_2.jpg
3,94,X46,锅盖在游泳运动员和维京人的下方。,2,,,,,stimuli/X46_9_1.jpg,stimuli/X46_9_2.jpg
3,95,X64,大象在一号位。,1,,,,,stimuli/X64_9_1.jpg,stimuli/X64_9_2.jpg
3,96,17,美发师旁边的新娘在四号位。,2,0,1,two boxes,match,stimuli/E17_1_1.jpg,stimuli/E17_1_2.jpg
3,97,X71,猪在六号位，杯子的下方。,2,,,,,stimuli/X71_9_1.jpg,stimuli/X71_9_2.jpg
3,98,X43,雨伞在水壶上方，水壶在六号位。,1,,,,,stimuli/X43_9_1.jpg,stimuli/X43_9_2.jpg
3,99,26,爷爷上方的男孩在二号位。,1,0,3,one box,match,stimuli/E26_3_1.jpg,stimuli/E26_3_2.jpg
3,100,X29,滑冰运动员旁边，有一杯鸡尾酒在二号位上。,1,,,,,stimuli/X29_9_1.jpg,stimuli/X29_9_2.jpg
3,101,X45,核桃在三号位，角斗士和微波炉的上方。,2,,,,,stimuli/X45_9_1.jpg,stimuli/X45_9_2.jpg
3,102,34,机械师旁边的修女在三号位。,2,1,2,two boxes,mismatch,stimuli/E34_2_1.jpg,stimuli/E34_2_2.jpg
3,103,X66,橄榄球运动员在二号位。,1,,,,,stimuli/X66_9_1.jpg,stimuli/X66_9_2.jpg
3,104,X12,屏幕在四号位，空乘和衣架的下方。,2,,,,,stimuli/X12_9_1.jpg,stimuli/X12_9_2.jpg
3,105,33,仙女下方的矿工在六号位。,1,1,4,one box,mismatch,stimuli/E33_4_1.jpg,stimuli/E33_4_2.jpg
3,106,X68,暖气和女服务员在同一排。,1,,,,,stimuli/X68_9_1.jpg,stimuli/X68_9_2.jpg
3,107,X76,熨斗和松鼠在绳子上方的六号位。,2,,,,,stimuli/X76_9_1.jpg,stimuli/X76_9_2.jpg
3,108,14,拳击手旁边的警长在六号位。,1,0,3,one box,match,stimuli/E14_3_1.jpg,stimuli/E14_3_2.jpg
3,109,X67,镊子在四号位，和猎人在同一排。,1,,,,,stimuli/X67_9_1.jpg,stimuli/X67_9_2.jpg
3,110,X70,麦克风在一号位。,2,,,,,stimuli/X70_9_1.jpg,stimuli/X70_9_2.jpg
3,111,12,巫师旁边的消防员在二号位。,2,0,1,two boxes,match,stimuli/E12_1_1.jpg,stimuli/E12_1_2.jpg
3,112,X07,印第安人在二号位，钉子的旁边。,1,,,,,stimuli/X07_9_1.jpg,stimuli/X07_9_2.jpg
3,113,X61,刺猬在三号位，西瓜的上方。,2,,,,,stimuli/X61_9_1.jpg,stimuli/X61_9_2.jpg
3,114,X73,和画家在同一排的是一张披萨。,1,,,,,stimuli/X73_9_1.jpg,stimuli/X73_9_2.jpg
3,115,23,泥瓦匠旁边的公主在五号位。,1,1,4,one box,mismatch,stimuli/E23_4_1.jpg,stimuli/E23_4_2.jpg
3,116,X75,锁在二号位，购物车和口哨的上方。,1,,,,,stimuli/X75_9_1.jpg,stimuli/X75_9_2.jpg
3,117,X11,植物在四号位，鳄鱼和打火机的下方。,2,,,,,stimuli/X11_9_1.jpg,stimuli/X11_9_2.jpg
3,118,38,门童上方的骑士在二号位。,2,0,1,two boxes,match,stimuli/E38_1_1.jpg,stimuli/E38_1_2.jpg
3,119,X51,六号位上有一只老鹰。,1,,,,,stimuli/X51_9_1.jpg,stimuli/X51_9_2.jpg
3,120,X04,五号位上，摩托车的下方，有一位歌手。,2,,,,,stimuli/X04_9_1.jpg,stimuli/X04_9_2.jpg
3,121,X77,柠檬在四号位。,1,,,,,stimuli/X77_9_1.jpg,stimuli/X77_9_2.jpg
3,122,21,水手下方的王后在六号位。,2,1,2,two boxes,mismatch,stimuli/E21_2_1.jpg,stimuli/E21_2_2.jpg
3,123,X78,蜡烛在三号位，养蜂人的上方。,2,,,,,stimuli/X78_9_1.jpg,stimuli/X78_9_2.jpg
3,124,X06,浴缸在二号位，饼干和保安的上方。,1,,,,,stimuli/X06_9_1.jpg,stimuli/X06_9_2.jpg
3,125,X74,二号位上有一张板凳。,1,,,,,stimuli/X74_9_1.jpg,stimuli/X74_9_2.jpg
3,126,20,裁缝旁边的仙女在五号位。,1,0,3,one box,match,stimuli/E20_3_1.jpg,stimuli/E20_3_2.jpg
4,0,P3,香肠上方的男人在三号位。,1,,,,,stimuli/P3_1.jpg,stimuli/P3_2.jpg
4,1,P1,行李箱旁边的溜冰鞋在一号位。,2,,,,,stimuli/P1_1.jpg,stimuli/P1_2.jpg
4,2,P1,游泳运动员在电钻的下方。,1,,,,,stimuli/Filler1.jpg,stimuli/Filler2.jpg
4,3,P2,葡萄旁边的猴子在二号位。,2,,,,,stimuli/P2_1.jpg,stimuli/P2_2.jpg
4,4,P4,钢琴和外套上方的女人在一号位。,1,,,,,stimuli/P4_1.jpg,stimuli/P4_2.jpg
4,5,X09,快递员和手在同一排。,2,,,,,stimuli/X09_9_1.jpg,stimuli/X09_9_2.jpg
4,6,P6,服务员在五号位，烟斗的下方。,1,,,,,stimuli/P6_1.jpg,stimuli/P6_2.jpg
4,7,X62,老师在五号位。,1,,,,,stimuli/X62_9_1.jpg,stimuli/X62_9_2.jpg
4,8,22,女孩下方的爷爷在四号位。,2,1,2,two boxes,mismatch,stimuli/E22_2_1.jpg,stimuli/E22_2_2.jpg
4,9,X20,钻石在地球的旁边。,2,,,,,stimuli/X20_9_1.jpg,stimuli/X20_9_2.jpg
4,10,X41,五号位上有一个头盔。,1,,,,,stimuli/X41_9_1.jpg,stimuli/X41_9_2.jpg
4,11,25,王后下方的妖精在四号位。,1,0,3,one box,match,stimuli/E25_3_1.jpg,stimuli/E25_3_2.jpg
4,12,P5,手推车下方的拖拉机在四号位。,2,,,,,stimuli/P5_1.jpg,stimuli/P5_2.jpg
4,13,37,新娘旁边的剃头匠在三号位。,1,1,4,one box,mismatch,stimuli/E37_4_1.jpg,stimuli/E37_4_2.jpg
4,14,X69,医生和仓鼠在锅的上方，锅在四号位。,1,,,,,stimuli/X69_9_1.jpg,stimuli/X69_9_2.jpg
4,15,24,公主旁边的收银员在二号位。,2,0,1,two boxes,match,stimuli/E24_1_1.jpg,stimuli/E24_1_2.jpg
4,16,X27,橄榄在猫的上方。,2,,,,,stimuli/X27_9_1.jpg,stimuli/X27_9_2.jpg
4,17,X55,菠萝在三号位。,1,,,,,stimuli/X55_9_1.jpg,stimuli/X55_9_2.jpg
4,18,15,化妆师旁边的牧师在五号位。,1,1,4,one box,mismatch,stimuli/E15_4_1.jpg,stimuli/E15_4_2.jpg
4,19,X31,插座在侦探的旁边。,1,,,,,stimuli/X31_9_1.jpg,stimuli/X31_9_2.jpg
4,20,X15,月亮在一号位，相机和火车的上方。,2,,,,,stimuli/X15_9_1.jpg,stimuli/X15_9_2.jpg
4,21,31,警长旁边的芭蕾舞者在六号位。,2,1,2,two boxes,mismatch,stimuli/E31_2_1.jpg,stimuli/E31_2_2.jpg
4,22,X02,键盘在三号位。,1,,,,,stimuli/X02_9_1.jpg,stimuli/X02_9_2.jpg
4,23,X52,狗在五号位，山羊的下方。,2,,,,,stimuli/X52_9_1.jpg,stimuli/X52_9_2.jpg
4,24,4,王子下方的泥瓦匠在四号位。,2,0,1,two boxes,match,stimuli/E04_1_1.jpg,stimuli/E04_1_2.jpg
4,25,X26,三号位上有一个扫帚。,1,,,,,stimuli/X26_9_1.jpg,stimuli/X26_9_2.jpg
4,26,X08,勺子在二号位，山羊的上方。,2,,,,,stimuli/X08_9_1.jpg,stimuli/X08_9_2.jpg
4,27,2,国王上方的水手在二号位。,1,0,3,one box,match,stimuli/E02_3_1.jpg,stimuli/E02_3_2.jpg
4,28,X80,菊花在救生员旁边。,2,,,,,stimuli/X80_9_1.jpg,stimuli/X80_9_2.jpg
4,29,X13,梳子在三号位。,1,,,,,stimuli/X13_9_1.jpg,stimuli/X13_9_2.jpg
4,30,5,骑士下方的秘书在六号位。,1,1,4,one box,mismatch,stimuli/E05_4_1.jpg,stimuli/E05_4_2.jpg
4,31,X32,长颈鹿和货车在同一排。,2,,,,,stimuli/X32_9_1.jpg,stimuli/X32_9_2.jpg
4,32,X24,书在四号位。,1,,,,,stimuli/X24_9_1.jpg,stimuli/X24_9_2.jpg
4,33,40,剃头匠旁边的新郎在三号位。,1,0,3,one box,match,stimuli/E40_3_1.jpg,stimuli/E40_3_2.jpg
4,34,X40,贼的上方有一个秋千，秋千在一号位。,1,,,,,stimuli/X40_9_1.jpg,stimuli/X40_9_2.jpg
4,35,X21,对讲机在三号位。,2,,,,,stimuli/X21_9_1.jpg,stimuli/X21_9_2.jpg
4,36,3,奶奶旁边的女孩在一号位。,2,0,1,two boxes,match,stimuli/E03_1_1.jpg,stimuli/E03_1_2.jpg
4,37,X79,信封在五号位。,1,,,,,stimuli/X79_9_1.jpg,stimuli/X79_9_2.jpg
4,38,X22,瓢虫在二号位，耳机和金丝雀的上方。,2,,,,,stimuli/X22_9_1.jpg,stimuli/X22_9_2.jpg
4,39,18,将军上方的裁缝在三号位。,2,1,2,two boxes,mismatch,stimuli/E18_2_1.jpg,stimuli/E18_2_2.jpg
4,40,X19,乌龟在五号位，园丁的旁边。,1,,,,,stimuli/X19_9_1.jpg,stimuli/X19_9_2.jpg
4,41,X56,飞行员在胡萝卜下方的六号位。,2,,,,,stimuli/X56_9_1.jpg,stimuli/X56_9_2.jpg
4,42,16,士兵上方的足球运动员在一号位。,2,0,1,two boxes,match,stimuli/E16_1_1.jpg,stimuli/E16_1_2.jpg
4,43,X25,五号位上有一台电话。,1,,,,,stimuli/X25_9_1.jpg,stimuli/X25_9_2.jpg
4,44,X10,玩偶在六号位，和电工在同一排。,2,,,,,stimuli/X10_9_1.jpg,stimuli/X10_9_2.jpg
4,45,36,魔女下方的花店店员在四号位。,1,0,3,one box,match,stimuli/E36_3_1.jpg,stimuli/E36_3_2.jpg
4,46,X28,三号位上有一个包。,1,,,,,stimuli/X28_9_1.jpg,stimuli/X28_9_2.jpg
4,47,X72,狗屋在公鸡旁边的六号位上。,2,,,,,stimuli/X72_9_1.jpg,stimuli/X72_9_2.jpg
4,48,7,妖精上方的国王在一号位。,1,1,4,one box,mismatch,stimuli/E07_4_1.jpg,stimuli/E07_4_2.jpg
4,49,X30,花洒在四号位，法老的下方。,1,,,,,stimuli/X30_9_1.jpg,stimuli/X30_9_2.jpg
4,50,X16,面包在五号位。,1,,,,,stimuli/X16_9_1.jpg,stimuli/X16_9_2.jpg
4,51,11,男孩下方的奶奶在五号位。,2,1,2,two boxes,mismatch,stimuli/E11_2_1.jpg,stimuli/E11_2_2.jpg
4,52,X53,文件夹在六号位，和女运动员在同一排。,2,,,,,stimuli/X53_9_1.jpg,stimuli/X53_9_2.jpg
4,53,X59,小号手在三号位，围巾的上方。,1,,,,,stimuli/X59_9_1.jpg,stimuli/X59_9_2.jpg
4,54,19,牧师旁边的机械师在四号位。,1,0,3,one box,match,stimuli/E19_3_1.jpg,stimuli/E19_3_2.jpg
4,55,X34,竖琴在四号位，鸽子的下方。,2,,,,,stimuli/X34_9_1.jpg,stimuli/X34_9_2.jpg
4,56,X65,蛋糕在三号位。,1,,,,,stimuli/X65_9_1.jpg,stimuli/X65_9_2.jpg
4,57,9,占卜师上方的拳击手在二号位。,2,1,2,two boxes,mismatch,stimuli/E09_2_1.jpg,stimuli/E09_2_2.jpg
4,58,X58,订书机在三号位，牛仔的上方。,1,,,,,stimuli/X58_9_1.jpg,stimuli/X58_9_2.jpg
4,59,X38,熊猫在五号位，海绵和考拉的下方。,2,,,,,stimuli/X38_9_1.jpg,stimuli/X38_9_2.jpg
4,60,10,花店店员旁边的巫师在六号位。,1,1,4,one box,mismatch,stimuli/E10_4_1.jpg,stimuli/E10_4_2.jpg
4,61,X23,高尔夫球员在一号位，螺丝的上方。,2,,,,,stimuli/X23_9_1.jpg,stimuli/X23_9_2.jpg
4,62,X17,充电器在六号位，厨师在四号位。,1,,,,,stimuli/X17_9_1.jpg,stimuli/X17_9_2.jpg
